"Order ID","Restaurant Name","Location","Order Time","Delivery Time","Delivery Duration (min)","Pizza Size","Pizza Type","Toppings Count","Distance (km)","Traffic Level","Payment Method","Is Peak Hour","Is Weekend","Delivery Efficiency (min/km)","Topping Density","Order Month","Payment Category","Estimated Duration (min)","Delay (min)","Is Delayed","Pizza Complexity","Traffic Impact","Order Hour","Restaurant Avg Time"
"ORD123","Little Caesars","Boston, MA","2024-05-03 18:30:00","2024-05-03 18:50:00","20","Medium","Non-Veg","3","3.5","Low","Wallet","1","","5.7142857142857","0.85714285714286","May","Online","8.4","11.6","","6","1","18","28.844221105528"
"ORD124","Pizza Hut","Chicago, IL","2024-05-04 19:45:00","2024-05-04 20:10:00","25","XL","Cheese Burst","5","4","Medium","Card","1","1","6.25","1.25","May","Online","9.6","15.4","","20","2","19","29.948453608247"
"ORD125","Marco's Pizza","Miami, FL","2024-05-05 13:00:00","2024-05-05 13:20:00","20","Medium","Non-Veg","3","3","High","UPI","","1","6.6666666666667","1","May","Online","7.2","12.8","","6","3","13","30.286458333333"
"ORD126","Domino's","New York, NY","2024-08-01 18:00:00","2024-08-01 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","August","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD127","Papa John's","Chicago, IL","2024-08-02 19:15:00","2024-08-02 19:45:00","30","Large","Non-Veg","4","6","Medium","UPI","1","","5","0.66666666666667","August","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD128","Pizza Hut","Los Angeles, CA","2024-08-03 20:30:00","2024-08-03 21:10:00","40","XL","Cheese Burst","5","8","High","Wallet","1","1","5","0.625","August","Online","19.2","20.8","1","20","3","20","29.948453608247"
"ORD129","Little Caesars","Houston, TX","2024-08-04 18:45:00","2024-08-04 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","August","Offline","6","14","","1","1","18","28.844221105528"
"ORD130","Marco's Pizza","Phoenix, AZ","2024-08-05 19:00:00","2024-08-05 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","August","Online","24","26","1","12","3","19","30.286458333333"
"ORD131","Domino's","Miami, FL","2024-08-06 20:00:00","2024-08-06 20:35:00","35","Medium","Veg","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","August","Online","13.2","21.8","1","6","2","20","30.259433962264"
"ORD132","Papa John's","Denver, CO","2024-08-07 18:30:00","2024-08-07 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","August","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD133","Pizza Hut","Boston, MA","2024-08-08 19:45:00","2024-08-08 20:25:00","40","XL","Cheese Burst","5","7.5","High","Cash","1","","5.3333333333333","0.66666666666667","August","Offline","18","22","1","20","3","19","29.948453608247"
"ORD134","Little Caesars","Dallas, TX","2024-08-09 18:00:00","2024-08-09 18:30:00","30","Medium","Non-Veg","3","4","Medium","Card","1","","7.5","0.75","August","Online","9.6","20.4","","6","2","18","28.844221105528"
"ORD135","Marco's Pizza","Seattle, WA","2024-08-10 20:15:00","2024-08-10 21:00:00","45","Large","Veg","4","9","High","Wallet","1","1","5","0.44444444444444","August","Online","21.6","23.4","1","12","3","20","30.286458333333"
"ORD136","Domino's","San Jose, CA","2024-08-11 18:00:00","2024-08-11 18:20:00","20","Medium","Veg","2","3","Low","UPI","1","1","6.6666666666667","0.66666666666667","August","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD137","Papa John's","Austin, TX","2024-08-12 19:15:00","2024-08-12 19:45:00","30","Large","Non-Veg","4","6","Medium","Cash","1","","5","0.66666666666667","August","Offline","14.4","15.6","","12","2","19","28.186274509804"
"ORD138","Pizza Hut","San Diego, CA","2024-08-13 20:30:00","2024-08-13 21:10:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","August","Online","19.2","20.8","1","20","3","20","29.948453608247"
"ORD139","Little Caesars","Jacksonville, FL","2024-08-14 18:45:00","2024-08-14 19:05:00","20","Small","Vegan","1","2.5","Low","Wallet","1","","8","0.4","August","Online","6","14","","1","1","18","28.844221105528"
"ORD140","Marco's Pizza","Fort Worth, TX","2024-08-15 19:00:00","2024-08-15 19:50:00","50","Large","Non-Veg","4","10","High","UPI","1","","5","0.4","August","Online","24","26","1","12","3","19","30.286458333333"
"ORD141","Domino's","Columbus, OH","2024-08-16 20:00:00","2024-08-16 20:35:00","35","Medium","Veg","3","5.5","Medium","Cash","1","","6.3636363636364","0.54545454545455","August","Offline","13.2","21.8","1","6","2","20","30.259433962264"
"ORD142","Papa John's","Charlotte, NC","2024-08-17 18:30:00","2024-08-17 18:50:00","20","Small","Vegan","2","2","Low","Card","1","1","10","1","August","Online","4.8","15.2","","2","1","18","28.186274509804"
"ORD143","Pizza Hut","Indianapolis, IN","2024-08-18 19:45:00","2024-08-18 20:25:00","40","XL","Cheese Burst","5","7.5","High","Wallet","1","1","5.3333333333333","0.66666666666667","August","Online","18","22","1","20","3","19","29.948453608247"
"ORD144","Little Caesars","San Francisco, CA","2024-08-19 18:00:00","2024-08-19 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","August","Online","9.6","20.4","","6","2","18","28.844221105528"
"ORD145","Marco's Pizza","Charlotte, NC","2024-08-20 20:15:00","2024-08-20 21:00:00","45","Large","Veg","4","9","High","Cash","1","","5","0.44444444444444","August","Offline","21.6","23.4","1","12","3","20","30.286458333333"
"ORD146","Domino's","Detroit, MI","2024-08-21 18:00:00","2024-08-21 18:20:00","20","Medium","Veg","2","3","Low","Card","1","","6.6666666666667","0.66666666666667","August","Online","7.2","12.8","","4","1","18","30.259433962264"
"ORD147","Papa John's","El Paso, TX","2024-08-22 19:15:00","2024-08-22 19:45:00","30","Large","Non-Veg","4","6","Medium","Wallet","1","","5","0.66666666666667","August","Online","14.4","15.6","","12","2","19","28.186274509804"
"ORD148","Pizza Hut","Memphis, TN","2024-08-23 20:30:00","2024-08-23 21:10:00","40","XL","Cheese Burst","5","8","High","UPI","1","","5","0.625","August","Online","19.2","20.8","1","20","3","20","29.948453608247"
"ORD149","Little Caesars","Baltimore, MD","2024-08-24 18:45:00","2024-08-24 19:05:00","20","Small","Vegan","1","2.5","Low","Cash","1","1","8","0.4","August","Offline","6","14","","1","1","18","28.844221105528"
"ORD150","Marco's Pizza","Boston, MA","2024-08-25 19:00:00","2024-08-25 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","1","5","0.4","August","Online","24","26","1","12","3","19","30.286458333333"
"ORD151","Domino's","New York, NY","2024-08-01 18:00:00","2024-08-01 18:30:00","30","Large","Veg","4","5.5","High","Domino's Cash","1","","5.4545454545455","0.72727272727273","August","Offline","13.2","16.8","","12","3","18","30.259433962264"
"ORD152","Pizza Hut","Los Angeles, CA","2024-08-02 19:15:00","2024-08-02 19:45:00","30","XL","Cheese Burst","5","6","Medium","Card","1","","5","0.83333333333333","August","Online","14.4","15.6","","20","2","19","29.948453608247"
"ORD153","Papa John's","Chicago, IL","2024-08-03 20:00:00","2024-08-03 20:35:00","35","Medium","Non-Veg","3","7.2","Low","UPI","1","1","4.8611111111111","0.41666666666667","August","Online","17.28","17.72","1","6","1","20","28.186274509804"
"ORD154","Little Caesars","Houston, TX","2024-08-04 17:45:00","2024-08-04 18:05:00","20","Small","Vegan","2","3","Low","Wallet","","1","6.6666666666667","0.66666666666667","August","Online","7.2","12.8","","2","1","17","28.844221105528"
"ORD155","Marco's Pizza","Phoenix, AZ","2024-08-05 13:30:00","2024-08-05 14:00:00","30","Medium","Non-Veg","4","5","High","Cash","","","6","0.8","August","Offline","12","18","","8","3","13","30.286458333333"
"ORD156","Domino's","Miami, FL","2024-08-06 18:20:00","2024-08-06 18:50:00","30","Large","Veg","3","6.5","Medium","Domino's Cash","1","","4.6153846153846","0.46153846153846","August","Offline","15.6","14.4","","9","2","18","30.259433962264"
"ORD157","Papa John's","Denver, CO","2024-08-07 20:10:00","2024-08-07 20:45:00","35","Small","Vegan","2","4","High","Card","1","","8.75","0.5","August","Online","9.6","25.4","1","2","3","20","28.186274509804"
"ORD158","Little Caesars","Boston, MA","2024-08-08 18:00:00","2024-08-08 18:25:00","25","Medium","Non-Veg","3","3.5","Low","UPI","1","","7.1428571428571","0.85714285714286","August","Online","8.4","16.6","","6","1","18","28.844221105528"
"ORD159","Pizza Hut","Dallas, TX","2024-08-09 19:30:00","2024-08-09 20:00:00","30","XL","Cheese Burst","5","6","Medium","Wallet","1","","5","0.83333333333333","August","Online","14.4","15.6","","20","2","19","29.948453608247"
"ORD160","Marco's Pizza","Seattle, WA","2024-08-10 12:45:00","2024-08-10 13:15:00","30","Medium","Non-Veg","4","5.5","High","Cash","","1","5.4545454545455","0.72727272727273","August","Offline","13.2","16.8","","8","3","12","30.286458333333"
"ORD161","Domino's","Denver, CO","2024-08-11 18:15:00","2024-08-11 18:45:00","30","Large","Veg","3","6","Medium","Domino's Cash","1","1","5","0.5","August","Offline","14.4","15.6","","9","2","18","30.259433962264"
"ORD162","Papa John's","Boston, MA","2024-08-12 20:00:00","2024-08-12 20:30:00","30","Small","Vegan","2","4.5","Low","Card","1","","6.6666666666667","0.44444444444444","August","Online","10.8","19.2","","2","1","20","28.186274509804"
"ORD163","Little Caesars","Dallas, TX","2024-08-13 18:10:00","2024-08-13 18:35:00","25","Medium","Non-Veg","3","3","High","UPI","1","","8.3333333333333","1","August","Online","7.2","17.8","","6","3","18","28.844221105528"
"ORD164","Pizza Hut","Los Angeles, CA","2024-08-14 19:20:00","2024-08-14 19:50:00","30","XL","Cheese Burst","5","6.5","Medium","Wallet","1","","4.6153846153846","0.76923076923077","August","Online","15.6","14.4","","20","2","19","29.948453608247"
"ORD165","Marco's Pizza","Chicago, IL","2024-08-15 13:15:00","2024-08-15 13:45:00","30","Medium","Non-Veg","4","5","High","Cash","","","6","0.8","August","Offline","12","18","","8","3","13","30.286458333333"
"ORD166","Domino's","Miami, FL","2024-08-16 18:25:00","2024-08-16 18:55:00","30","Large","Veg","3","6","Medium","Domino's Cash","1","","5","0.5","August","Offline","14.4","15.6","","9","2","18","30.259433962264"
"ORD167","Papa John's","Denver, CO","2024-08-17 20:05:00","2024-08-17 20:35:00","30","Small","Vegan","2","4","Low","Card","1","1","7.5","0.5","August","Online","9.6","20.4","","2","1","20","28.186274509804"
"ORD168","Little Caesars","Boston, MA","2024-08-18 18:00:00","2024-08-18 18:25:00","25","Medium","Non-Veg","3","3.5","High","UPI","1","1","7.1428571428571","0.85714285714286","August","Online","8.4","16.6","","6","3","18","28.844221105528"
"ORD169","Pizza Hut","Dallas, TX","2024-08-19 19:30:00","2024-08-19 20:00:00","30","XL","Cheese Burst","5","6","Medium","Wallet","1","","5","0.83333333333333","August","Online","14.4","15.6","","20","2","19","29.948453608247"
"ORD170","Marco's Pizza","Seattle, WA","2024-08-20 13:00:00","2024-08-20 13:30:00","30","Medium","Non-Veg","4","5.5","Low","Cash","","","5.4545454545455","0.72727272727273","August","Offline","13.2","16.8","","8","1","13","30.286458333333"
"ORD171","Domino's","Denver, CO","2024-08-21 18:15:00","2024-08-21 18:45:00","30","Large","Veg","3","6","High","Domino's Cash","1","","5","0.5","August","Offline","14.4","15.6","","9","3","18","30.259433962264"
"ORD172","Papa John's","Boston, MA","2024-08-22 20:00:00","2024-08-22 20:30:00","30","Small","Vegan","2","4.5","Medium","Card","1","","6.6666666666667","0.44444444444444","August","Online","10.8","19.2","","2","2","20","28.186274509804"
"ORD173","Little Caesars","Dallas, TX","2024-08-23 18:10:00","2024-08-23 18:35:00","25","Medium","Non-Veg","3","3","Low","UPI","1","","8.3333333333333","1","August","Online","7.2","17.8","","6","1","18","28.844221105528"
"ORD174","Pizza Hut","Los Angeles, CA","2024-08-24 19:20:00","2024-08-24 19:50:00","30","XL","Cheese Burst","5","6.5","High","Wallet","1","1","4.6153846153846","0.76923076923077","August","Online","15.6","14.4","","20","3","19","29.948453608247"
"ORD175","Marco's Pizza","Atlanta, GA","2024-06-20 13:00:00","2024-06-20 13:20:00","20","Medium","Non-Veg","3","3","Medium","Card","","","6.6666666666667","1","June","Online","7.2","12.8","","6","2","13","30.286458333333"
"ORD176","Domino's","Denver, CO","2024-06-21 18:30:00","2024-06-21 18:50:00","20","Large","Veg","4","4.5","Low","UPI","1","","4.4444444444444","0.88888888888889","June","Online","10.8","9.2","","12","1","18","30.259433962264"
"ORD177","Papa John's","Boston, MA","2024-06-22 20:15:00","2024-06-22 20:40:00","25","Small","Vegan","2","2","High","Cash","1","1","12.5","1","June","Offline","4.8","20.2","","2","3","20","28.186274509804"
"ORD178","Little Caesars","Dallas, TX","2024-06-23 18:30:00","2024-06-23 18:50:00","20","Medium","Non-Veg","3","3","High","UPI","1","1","6.6666666666667","1","June","Online","7.2","12.8","","6","3","18","28.844221105528"
"ORD179","Pizza Hut","Los Angeles, CA","2024-06-24 19:45:00","2024-06-24 20:10:00","25","XL","Cheese Burst","5","4.5","Low","Cash","1","","5.5555555555556","1.1111111111111","June","Offline","10.8","14.2","","20","1","19","29.948453608247"
"ORD180","Marco's Pizza","Chicago, IL","2024-06-25 13:00:00","2024-06-25 13:20:00","20","Medium","Non-Veg","3","3.5","Medium","Wallet","","","5.7142857142857","0.85714285714286","June","Online","8.4","11.6","","6","2","13","30.286458333333"
"ORD181","Domino's","Miami, FL","2024-06-26 18:30:00","2024-06-26 18:55:00","25","Large","Veg","4","4.5","High","Card","1","","5.5555555555556","0.88888888888889","June","Online","10.8","14.2","","12","3","18","30.259433962264"
"ORD182","Papa John's","Phoenix, AZ","2024-06-27 20:00:00","2024-06-27 20:25:00","25","Medium","Non-Veg","3","3","Medium","UPI","1","","8.3333333333333","1","June","Online","7.2","17.8","","6","2","20","28.186274509804"
"ORD183","Little Caesars","Atlanta, GA","2024-06-28 19:15:00","2024-06-28 19:35:00","20","Small","Vegan","2","2.5","Low","Cash","1","","8","0.8","June","Offline","6","14","","2","1","19","28.844221105528"
"ORD184","Pizza Hut","Chicago, IL","2024-06-29 19:45:00","2024-06-29 20:10:00","25","XL","Cheese Burst","5","4","High","Wallet","1","1","6.25","1.25","June","Online","9.6","15.4","","20","3","19","29.948453608247"
"ORD185","Marco's Pizza","Miami, FL","2024-06-30 13:00:00","2024-06-30 13:20:00","20","Medium","Non-Veg","3","3.5","Low","Card","","1","5.7142857142857","0.85714285714286","June","Online","8.4","11.6","","6","1","13","30.286458333333"
"ORD186","Domino's","Los Angeles, CA","2024-07-01 18:30:00","2024-07-01 18:50:00","20","Large","Veg","4","4.5","Medium","UPI","1","","4.4444444444444","0.88888888888889","July","Online","10.8","9.2","","12","2","18","30.259433962264"
"ORD187","Papa John's","Denver, CO","2024-07-02 20:15:00","2024-07-02 20:40:00","25","Small","Vegan","2","2","High","Cash","1","","12.5","1","July","Offline","4.8","20.2","","2","3","20","28.186274509804"
"ORD188","Little Caesars","Boston, MA","2024-07-03 18:30:00","2024-07-03 18:50:00","20","Medium","Non-Veg","3","3.5","Low","Wallet","1","","5.7142857142857","0.85714285714286","July","Online","8.4","11.6","","6","1","18","28.844221105528"
"ORD189","Pizza Hut","Dallas, TX","2024-07-04 19:45:00","2024-07-04 20:10:00","25","XL","Cheese Burst","5","4","Medium","Card","1","","6.25","1.25","July","Online","9.6","15.4","","20","2","19","29.948453608247"
"ORD190","Marco's Pizza","Seattle, WA","2024-07-05 13:00:00","2024-07-05 13:20:00","20","Medium","Non-Veg","3","3.5","High","UPI","","","5.7142857142857","0.85714285714286","July","Online","8.4","11.6","","6","3","13","30.286458333333"
"ORD191","Domino's","Denver, CO","2024-07-06 18:30:00","2024-07-06 18:50:00","20","Large","Veg","4","4.5","Low","Cash","1","1","4.4444444444444","0.88888888888889","July","Offline","10.8","9.2","","12","1","18","30.259433962264"
"ORD192","Papa John's","Boston, MA","2024-07-07 20:15:00","2024-07-07 20:40:00","25","Small","Vegan","2","2","High","Wallet","1","1","12.5","1","July","Online","4.8","20.2","","2","3","20","28.186274509804"
"ORD193","Little Caesars","Dallas, TX","2024-07-08 18:30:00","2024-07-08 18:50:00","20","Medium","Non-Veg","3","3","High","UPI","1","","6.6666666666667","1","July","Online","7.2","12.8","","6","3","18","28.844221105528"
"ORD194","Pizza Hut","Los Angeles, CA","2024-07-09 19:45:00","2024-07-09 20:10:00","25","XL","Cheese Burst","5","4.5","Low","Cash","1","","5.5555555555556","1.1111111111111","July","Offline","10.8","14.2","","20","1","19","29.948453608247"
"ORD195","Marco's Pizza","Chicago, IL","2024-07-10 13:00:00","2024-07-10 13:20:00","20","Medium","Non-Veg","3","3.5","Medium","Wallet","","","5.7142857142857","0.85714285714286","July","Online","8.4","11.6","","6","2","13","30.286458333333"
"ORD196","Domino's","Miami, FL","2024-07-11 18:30:00","2024-07-11 18:50:00","20","Large","Veg","4","4","High","Card","1","","5","1","July","Online","9.6","10.4","","12","3","18","30.259433962264"
"ORD197","Papa John's","Dallas, TX","2024-07-12 20:00:00","2024-07-12 20:25:00","25","Medium","Non-Veg","3","3","Low","UPI","1","","8.3333333333333","1","July","Online","7.2","17.8","","6","1","20","28.186274509804"
"ORD198","Little Caesars","Houston, TX","2024-07-13 19:15:00","2024-07-13 19:35:00","20","Small","Vegan","2","2.5","Low","Cash","1","1","8","0.8","July","Offline","6","14","","2","1","19","28.844221105528"
"ORD199","Pizza Hut","Phoenix, AZ","2024-07-14 19:45:00","2024-07-14 20:10:00","25","XL","Cheese Burst","5","4.5","High","Wallet","1","1","5.5555555555556","1.1111111111111","July","Online","10.8","14.2","","20","3","19","29.948453608247"
"ORD200","Marco's Pizza","Atlanta, GA","2024-07-15 13:00:00","2024-07-15 13:20:00","20","Medium","Non-Veg","3","3","Medium","Card","","","6.6666666666667","1","July","Online","7.2","12.8","","6","2","13","30.286458333333"
"ORD201","Domino's","New York, NY","2024-07-16 18:30:00","2024-07-16 18:55:00","25","Large","Veg","3","5","High","Card","1","","5","0.6","July","Online","12","13","","9","3","18","30.259433962264"
